-1,3000000
0,3000000
1,3000000
2,3000000
3,3000000
4,3000000
5,3000000
6,3000000
7,3000000
8,3000000
9,3000000
10,3000000
11,3000000
12,3000000
13,3000000
14,3000000
15,3000000
16,3000000
17,3000000
18,3000000
19,3000000
20,3000000
21,3000000
22,3000000
23,3000000
24,3000000
25,3000000
26,3000000
27,3000000
28,3000000
29,3000000
30,3000000
31,3000000
32,3000000
33,3000000
34,3000000
35,3000000
36,3000000
37,3000000
38,3000000
39,3000000
40,3000000
41,3000000
42,3000000
43,3000000
44,3000000
45,3000000
46,3000000
47,3000000
48,3000000
49,3000000
50,3000000
51,3000000
52,3000000
53,3000000
54,3000000
55,3000000
56,3000000
57,3000000
58,3000000
59,3000000
60,3000000
61,3000000
62,3000000
63,3000000
64,3000000
65,3000000
66,3000000
67,3000000
68,3000000
69,3000000
70,3000000
71,3000000
72,3000000
73,3000000
74,3000000
75,3000000
76,3000000
77,3000000
78,3000000
79,3000000
80,3000000
81,3000000
82,3000000
83,3000000
84,3000000
85,3000000
86,3000000
87,3000000
88,3000000
89,3000000
90,3000000
91,3000000
92,3000000
93,3000000
94,3000000
95,3000000
96,3000000
97,3000000
98,3000000
99,3000000
100,3000000
101,3000000
102,3000000
103,3000000
104,3000000
105,3000000
106,3000000
107,3000000
108,3000000
109,3000000
110,3000000
111,3000000
112,3000000
113,3000000
114,3000000
115,3000000
116,3000000
117,3000000
118,3000000
119,3000000
120,3000000
121,3000000
122,3000000
123,3000000
124,3000000
125,3000000
126,3000000
127,3000000
128,3000000
129,3000000
130,3000000
131,3000000
132,3000000
133,3000000
134,3000000
135,3000000
136,3000000
137,3000000
138,3000000
139,3000000
140,3000000
141,3000000
142,3000000
143,3000000
144,3000000
145,3000000
146,3000000
147,3000000
148,3000000
149,3000000
150,3000000
151,3000000
152,3000000
153,3000000
154,3000000
155,3000000
156,3000000
157,3000000
158,3000000
159,3000000
160,3000000
161,3000000
162,3000000
163,3000000
164,3000000
165,3000000
166,3000000
167,3000000
168,3000000
169,3000000
170,3000000
171,3000000
172,3000000
173,3000000
174,3000000
175,3000000
176,3000000
177,3000000
178,3000000
179,3000000
180,3000000
181,3000000
182,3000000
183,3000000
184,3000000
185,3000000
186,3000000
187,3000000
188,3000000
189,3000000
190,3000000
191,3000000
192,3000000
193,2999999
194,2999998
195,2999996
196,2999992
197,2999991
198,2999989
199,2999975
200,2999970
201,2999964
202,2999952
203,2999938
204,2999927
205,2999913
206,2999903
207,2999890
208,2999870
209,2999840
210,2999797
211,2999739
212,2999693
213,2999646
214,2999608
215,2999555
216,2999500
217,2999445
218,2999360
219,2999270
220,2999159
221,2999036
222,2998889
223,2998729
224,2998547
225,2998362
226,2998142
227,2997913
228,2997683
229,2997429
230,2997140
231,2996850
232,2996523
233,2996193
234,2995901
235,2995611
236,2995313
237,2994996
238,2994708
239,2994446
240,2994159
241,2993860
242,2993622
243,2993383
244,2993147
245,2992882
246,2992641
247,2992394
248,2992183
249,2991978
250,2991783
251,2991622
252,2991426
253,2991192
254,2990904
255,2990594
256,2990276
257,2989970
258,2989670
259,2989344
260,2988998
261,2988641
262,2988262
263,2987861
264,2987385
265,2986852
266,2986314
267,2985685
268,2985020
269,2984345
270,2983627
271,2982934
272,2982160
273,2981349
274,2980488
275,2979498
276,2978476
277,2977410
278,2976153
279,2974813
280,2973335
281,2971741
282,2970078
283,2968249
284,2966321
285,2964353
286,2962240
287,2959997
288,2957709
289,2955369
290,2952989
291,2950497
292,2947755
293,2944804
294,2941828
295,2938647
296,2935256
297,2931614
298,2927717
299,2923644
300,2919385
301,2914898
302,2910244
303,2905494
304,2900506
305,2895143
306,2889766
307,2884255
308,2878620
309,2872938
310,2866834
311,2860303
312,2853385
313,2846046
314,2838469
315,2830569
316,2822223
317,2813571
318,2804663
319,2795300
320,2785527
321,2775499
322,2765039
323,2754052
324,2742513
325,2730558
326,2718282
327,2705458
328,2692288
329,2678625
330,2664127
331,2649274
332,2633881
333,2618240
334,2601672
335,2584671
336,2567262
337,2548991
338,2530295
339,2511212
340,2491910
341,2472483
342,2452320
343,2431630
344,2410349
345,2388712
346,2366695
347,2344148
348,2321453
349,2298319
350,2274875
351,2250714
352,2226347
353,2201197
354,2175705
355,2150092
356,2123699
357,2096776
358,2069338
359,2041477
360,2013217
361,1985169
362,1957034
363,1928293
364,1899386
365,1870417
366,1841422
367,1812176
368,1782673
369,1752917
370,1722699
371,1692038
372,1661253
373,1630381
374,1599463
375,1568230
376,1536918
377,1505411
378,1473929
379,1442717
380,1411799
381,1380661
382,1349586
383,1318332
384,1287493
385,1257028
386,1226757
387,1196605
388,1166690
389,1136905
390,1107173
391,1077613
392,1048355
393,1019857
394,991777
395,964088
396,936781
397,909542
398,882814
399,856213
400,830188
401,804666
402,779848
403,755201
404,731116
405,707543
406,684748
407,662578
408,640885
409,619496
410,598827
411,578790
412,559390
413,540354
414,522140
415,503952
416,486011
417,468641
418,451961
419,435800
420,419897
421,403880
422,388109
423,372761
424,358034
425,343573
426,329670
427,316117
428,303049
429,289894
430,277104
431,264751
432,252823
433,241619
434,230617
435,219963
436,209720
437,199906
438,190579
439,181454
440,172496
441,163810
442,155221
443,147028
444,139282
445,131841
446,124534
447,117638
448,110973
449,104766
450,99080
451,93677
452,88519
453,83676
454,79082
455,74537
456,70393
457,66337
458,62448
459,58716
460,55053
461,51676
462,48496
463,45536
464,42652
465,39932
466,37308
467,34740
468,32347
469,30245
470,28274
471,26414
472,24664
473,23153
474,21737
475,20496
476,19350
477,18246
478,17137
479,16055
480,15027
481,14098
482,13196
483,12299
484,11492
485,10727
486,10015
487,9346
488,8700
489,8083
490,7494
491,6976
492,6482
493,5996
494,5546
495,5101
496,4681
497,4291
498,3948
499,3621
500,3346
501,3063
502,2796
503,2544
504,2322
505,2119
506,1924
507,1743
508,1587
509,1454
510,1280
511,1107
512,951
513,818
514,689
515,578
516,485
517,401
518,345
519,293
520,253
521,223
522,194
523,174
524,135
525,110
526,75
527,46
528,29
529,16
530,13
531,9
532,5
533,2
